Country Name,Country Code,Region,IncomeGroup,Year,Undernourishment %,CO2 (tons),Health Expenditure %,Education Expenditure %,Unemployment %,Injuries,Communicable,NonCommunicable,daly,Life Expectancy
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2002,7,10250,5,5,14,58446,145939,471630,676015,74
Jordan,JOR,Middle East & North Africa,Upper middle income,2002,8,16870,9,5,15,134821,254672,735235,1124728,72
Japan,JPN,East Asia & Pacific,High income,2002,2,1206600,7,3,5,3721633,1958243,28121965,33801841,82
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2002,7,131060,4,3,9,1134707,971565,4525376,6631648,66
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2002,34,7420,5,6,3,814441,16781791,3958196,21554428,52
Cambodia,KHM,East Asia & Pacific,Lower middle income,2002,21,2210,7,2,1,577266,3617796,2467340,6662402,60
Kiribati,KIR,East Asia & Pacific,Lower middle income,2002,5,40,12,5,4,3992,19475,28235,51702,64
Kuwait,KWT,Middle East & North Africa,High income,2002,2,55590,3,7,1,50507,41221,276230,367958,73
Lebanon,LBN,Middle East & North Africa,Lower middle income,2002,9,16840,9,3,8,94393,151571,772014,1017978,75
Liberia,LBR,Sub-Saharan Africa,Low income,2002,38,450,3,5,2,247413,2007778,460964,2716155,53
Libya,LBY,Middle East & North Africa,Upper middle income,2002,2,45590,5,5,20,197659,216976,811743,1226378,71
Sri Lanka,LKA,South Asia,Lower middle income,2002,16,11390,4,5,9,909995,820030,3542237,5272262,73
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2002,18,410,7,10,34,136056,1447981,370767,1954804,45
Lithuania,LTU,Europe & Central Asia,High income,2002,2,11220,6,6,13,268459,65595,1040200,1374254,72
Luxembourg,LUX,Europe & Central Asia,High income,2002,2,9820,7,5,3,12985,5480,108189,126654,78
Latvia,LVA,Europe & Central Asia,High income,2002,3,7350,6,6,14,183153,52984,818640,1054777,71
Morocco,MAR,Middle East & North Africa,Lower middle income,2002,6,37470,4,5,12,1362588,3576678,5639418,10578684,70
Monaco,MCO,Europe & Central Asia,High income,2002,2,10,2,5,4,900,507,11192,12599,75
Moldova,MDA,Europe & Central Asia,Upper middle income,2002,2,7180,7,5,7,229437,154849,1276065,1660351,67
Madagascar,MDG,Sub-Saharan Africa,Low income,2002,35,1120,5,2,5,484932,7477200,2776441,10738573,60
Maldives,MDV,South Asia,Upper middle income,2002,2,620,9,6,4,6137,21553,41025,68715,72
Mexico,MEX,Latin America & Caribbean,Upper middle income,2002,4,386000,5,4,3,3614070,5537770,17114971,26266811,75
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2002,2,120,14,8,4,2662,6162,11284,20108,75
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2002,8,8370,9,3,32,70196,45435,591248,706879,73
Mali,MLI,Sub-Saharan Africa,Low income,2002,15,1400,5,3,7,677195,9999024,2110240,12786459,50
Malta,MLT,Middle East & North Africa,High income,2002,2,2320,8,4,7,8285,5676,93219,107180,79
Myanmar,MMR,East Asia & Pacific,Lower middle income,2002,35,8300,3,5,1,2574020,12995470,12029979,27599469,61
Montenegro,MNE,Europe & Central Asia,Upper middle income,2002,9,1770,5,5,29,24079,13688,165415,203182,73
Mongolia,MNG,East Asia & Pacific,Lower middle income,2002,31,9600,4,7,6,153651,289727,601689,1045067,64
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2002,2,10,5,5,4,2772,2205,11984,16961,75
Mozambique,MOZ,Sub-Saharan Africa,Low income,2002,35,1570,3,5,3,732197,14847907,2843547,18423651,50
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2002,8,1550,4,2,10,105280,939460,399697,1444437,61
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2002,6,2610,3,3,8,32139,42342,285438,359919,72
Malawi,MWI,Sub-Saharan Africa,Low income,2002,24,680,4,5,6,399346,10559985,1969023,12928354,46
Malaysia,MYS,East Asia & Pacific,Upper middle income,2002,3,136380,3,8,3,677719,1025626,3753334,5456679,73
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2002,14,2130,10,7,21,105023,943998,316627,1365648,51
Niger,NER,Sub-Saharan Africa,Low income,2002,2,700,5,2,2,578871,12489172,2069131,15137174,51
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2002,9,92240,2,5,4,4491088,103250681,22506808,130248577,47
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2002,25,4060,6,2,8,167850,355338,703778,1226966,70
Netherlands,NLD,Europe & Central Asia,High income,2002,2,167430,9,5,3,328474,240543,3935355,4504372,78
Norway,NOR,Europe & Central Asia,High income,2002,2,34370,9,7,4,125941,60960,1125053,1311954,79
Nepal,NPL,South Asia,Lower middle income,2002,22,2790,4,3,2,1135046,6234354,3936192,11305592,64
Nauru,NRU,East Asia & Pacific,High income,2002,2,80,13,5,4,813,1616,2898,5327,75
New Zealand,NZL,East Asia & Pacific,High income,2002,2,31540,8,6,5,151036,43762,852676,1047474,79
Oman,OMN,Middle East & North Africa,High income,2002,11,29970,3,4,4,139843,83906,344675,568424,73
Pakistan,PAK,South Asia,Lower middle income,2002,22,102330,3,5,1,4368968,58257369,28014961,90641298,63
Panama,PAN,Latin America & Caribbean,High income,2002,20,5410,7,4,4,100563,150723,448064,699350,75
Peru,PER,Latin America & Caribbean,Upper middle income,2002,23,27730,5,3,5,967688,2307166,3810894,7085748,72
Philippines,PHL,East Asia & Pacific,Lower middle income,2002,18,71570,3,3,4,2837066,9876724,13676346,26390136,69
Palau,PLW,East Asia & Pacific,Upper middle income,2002,2,220,8,8,4,1205,1296,5300,7801,75
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2002,27,3610,3,5,3,266901,1580296,1157332,3004529,60
Poland,POL,Europe & Central Asia,High income,2002,2,287320,6,5,20,1714857,580407,10153996,12449260,74
Puerto Rico,PRI,Latin America & Caribbean,High income,2002,2,10,5,5,12,131180,129059,844640,1104879,78
Portugal,PRT,Europe & Central Asia,High income,2002,2,65600,9,5,4,328488,230034,2907710,3466232,77
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2002,9,3780,5,3,9,179452,354255,781529,1315236,71
Qatar,QAT,Middle East & North Africa,High income,2002,2,32500,2,4,1,29886,15143,91602,136631,78
Romania,ROU,Europe & Central Asia,High income,2002,2,93740,5,4,8,998493,693488,7041775,8733756,71
Rwanda,RWA,Sub-Saharan Africa,Low income,2002,35,560,4,5,1,487477,5170283,1385720,7043480,51
Saudi Arabia,SAU,Middle East & North Africa,High income,2002,5,272250,4,8,5,1185236,936918,3314963,5437117,73
Sudan,SDN,Sub-Saharan Africa,Low income,2002,20,7710,3,1,15,1781360,9255055,6029084,17065499,59
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2002,23,4580,4,3,6,389470,4400201,1670474,6460145,59
Singapore,SGP,East Asia & Pacific,High income,2002,2,41290,3,4,6,83340,64822,605390,753552,79
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2002,13,260,10,5,2,31514,101550,124691,257755,68
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2002,50,500,11,4,3,219196,4108946,960397,5288539,41
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2002,7,5940,9,3,6,367607,360094,942136,1669837,69
San Marino,SMR,Europe & Central Asia,High income,2002,2,10,5,5,4,624,330,6148,7102,75
Somalia,SOM,Sub-Saharan Africa,Low income,2002,70,570,5,5,19,603134,8624117,1782664,11009915,51
Serbia,SRB,Europe & Central Asia,Upper middle income,2002,3,48580,8,5,14,370931,200024,3031147,3602102,72
South Sudan,SSD,Sub-Saharan Africa,Low income,2002,2,670,5,5,12,319232,4817154,1063299,6199685,50
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2002,13,60,11,3,18,3781,36012,25805,65598,63
Suriname,SUR,Latin America & Caribbean,Upper middle income,2002,12,1120,6,5,11,20140,50886,96879,167905,68
Slovenia,SVN,Europe & Central Asia,High income,2002,2,15520,8,6,6,102860,26693,509671,639224,76
Sweden,SWE,Europe & Central Asia,High income,2002,2,54020,8,7,5,234623,99985,2286313,2620921,80
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2002,10,620,6,4,25,66443,777525,188813,1032781,44
Seychelles,SYC,Sub-Saharan Africa,High income,2002,2,350,5,5,4,2705,3990,17944,24639,71
Chad,TCD,Sub-Saharan Africa,Low income,2002,38,400,7,5,1,436481,7912265,1529331,9878077,48
Togo,TGO,Sub-Saharan Africa,Low income,2002,31,1340,3,3,4,198596,2860335,789932,3848863,54
Thailand,THA,East Asia & Pacific,Upper middle income,2002,16,184240,3,4,2,3845444,4238153,12076830,20160427,71
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2002,2,2130,4,3,14,240171,1077391,1084026,2401588,64
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2002,6,41410,7,5,10,169361,505263,887062,1561686,64
Tonga,TON,East Asia & Pacific,Upper middle income,2002,2,100,4,4,5,2333,6901,19068,28302,70
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2002,10,12680,5,4,10,48620,76235,298031,422886,70
Tunisia,TUN,Middle East & North Africa,Lower middle income,2002,4,21710,5,6,15,335311,433190,1780060,2548561,74
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2002,2,10,13,5,4,437,927,2806,4170,75
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2002,34,3570,5,5,3,1117431,23057313,5669231,29843975,52
Uganda,UGA,Sub-Saharan Africa,Low income,2002,2,1490,5,5,4,1074871,19847296,3774056,24696223,48
Ukraine,UKR,Europe & Central Asia,Lower middle income,2002,2,303940,6,5,10,3746730,1446897,19150059,24343686,68
Uruguay,URY,Latin America & Caribbean,High income,2002,4,4530,10,2,17,132655,97608,818923,1049186,75
United States,USA,North America,High income,2002,2,5593030,14,5,6,9181726,5161991,75985353,90329070,77
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2002,19,129890,5,5,10,1066205,2799472,5473093,9338770,68
Vietnam,VNM,East Asia & Pacific,Lower middle income,2002,18,66500,4,5,2,2725612,5324553,13075489,21125654,73
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2002,7,80,4,8,2,9123,29207,41072,79402,68
Samoa,WSM,East Asia & Pacific,Lower middle income,2002,4,170,5,4,5,6129,9144,35855,51128,69
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2002,4,331320,7,5,33,4262136,21654427,9305393,35221956,54
Zambia,ZMB,Sub-Saharan Africa,Low income,2002,2,1920,7,5,14,386300,9112680,1705971,11204951,45
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2002,2,12490,5,5,5,428021,8931698,1687422,11047141,44
Afghanistan,AFG,South Asia,Low income,2003,41,1220,9,5,11,1992264,9157600,6166299,17316163,57
Angola,AGO,Sub-Saharan Africa,Lower middle income,2003,59,16760,4,5,4,1204476,11059687,2817017,15081180,48
Albania,ALB,Europe & Central Asia,Upper middle income,2003,8,4070,7,3,17,106458,118887,564358,789703,75
Andorra,AND,Europe & Central Asia,High income,2003,2,530,6,5,4,1826,750,14724,17300,75
United Arab Emirates,ARE,Middle East & North Africa,High income,2003,5,103820,3,5,3,158023,68604,533947,760574,75
Argentina,ARG,Latin America & Caribbean,Upper middle income,2003,4,127660,7,4,15,1364895,1571268,8275120,11211283,74
Armenia,ARM,Europe & Central Asia,Upper middle income,2003,21,3500,7,2,11,94756,110955,784556,990267,72
American Samoa,ASM,East Asia & Pacific,Upper middle income,2003,2,10,5,5,4,2055,2762,11068,15885,75
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2003,2,410,6,5,4,2199,3068,14763,20030,75
Australia,AUS,East Asia & Pacific,High income,2003,2,352580,8,5,6,613326,208612,4227423,5049361,80
Austria,AUT,Europe & Central Asia,High income,2003,2,74460,10,5,5,237802,79025,2119401,2436228,79
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2003,10,28570,3,3,9,231079,859724,1911158,3001961,68
Burundi,BDI,Sub-Saharan Africa,Low income,2003,2,160,6,5,2,1326782,4813087,1138805,7278674,52
Belgium,BEL,Europe & Central Asia,High income,2003,2,115500,9,5,8,393432,164843,2714639,3272914,78
Benin,BEN,Sub-Saharan Africa,Lower middle income,2003,14,2440,3,2,1,310226,4245932,1244981,5801139,56
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2003,19,1040,3,5,3,564931,10141300,2521317,13227548,52
Bangladesh,BGD,South Asia,Lower middle income,2003,15,28630,2,2,4,4739883,26912884,21309140,52961907,67
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2003,4,47930,7,4,14,357079,169066,3089413,3615558,72
Bahrain,BHR,Middle East & North Africa,High income,2003,2,17940,4,5,1,20458,15801,119319,155578,75
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2003,3,14870,8,5,28,135645,70040,1010845,1216530,75
Belarus,BLR,Europe & Central Asia,Upper middle income,2003,3,52700,6,5,10,821518,219613,3683433,4724564,69
Belize,BLZ,Latin America & Caribbean,Upper middle income,2003,6,510,5,5,10,13414,20078,40015,73507,70
Bermuda,BMU,North America,High income,2003,2,10,5,2,4,1421,1527,13619,16567,78
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2003,28,9080,5,5,3,420549,1470632,1636334,3527515,64
Brazil,BRA,Latin America & Caribbean,Upper middle income,2003,8,310810,8,5,10,9444629,13246538,37565233,60256400,71
Barbados,BRB,Latin America & Caribbean,High income,2003,7,1380,7,6,11,7022,10927,64272,82221,78
Bhutan,BTN,South Asia,Lower middle income,2003,2,260,4,5,2,22200,133086,108809,264095,64
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2003,24,3920,6,5,24,114820,1273656,327835,1716311,51
Central African Republic,CAF,Sub-Saharan Africa,Low income,2003,41,230,4,2,6,307255,3711589,776905,4795749,44
Canada,CAN,North America,High income,2003,2,544540,9,5,8,822755,382170,6818862,8023787,80
Switzerland,CHE,Europe & Central Asia,High income,2003,2,44840,10,5,4,239591,80701,1741695,2061987,81
Chile,CHL,Latin America & Caribbean,High income,2003,3,50200,7,4,10,517251,303347,2930080,3750678,77
China,CHN,East Asia & Pacific,Upper middle income,2003,9,4415910,4,5,5,46073391,41472128,281511132,369056651,72
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2003,21,5310,5,3,5,748035,13002142,2894474,16644651,50
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2003,19,5210,4,3,6,673804,10527279,2727167,13928250,52
Colombia,COL,Latin America & Caribbean,Upper middle income,2003,10,56110,6,4,13,2843102,2178696,6457997,11479795,74
Comoros,COM,Sub-Saharan Africa,Lower middle income,2003,2,140,7,5,5,18254,208644,92469,319367,60
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2003,5,5800,7,5,7,116496,99531,610710,826737,78
Cuba,CUB,Latin America & Caribbean,Upper middle income,2003,2,25630,7,10,2,342003,259422,2385419,2986844,77
Cyprus,CYP,Europe & Central Asia,High income,2003,6,7830,6,7,4,27481,10872,203215,241568,78
Germany,DEU,Europe & Central Asia,High income,2003,2,836790,10,5,10,2005621,897400,23295413,26198434,78
Djibouti,DJI,Middle East & North Africa,Lower middle income,2003,38,410,4,9,28,25611,314829,104942,445382,57
Dominica,DMA,Latin America & Caribbean,Upper middle income,2003,5,140,5,5,4,2521,3469,17875,23865,75
Denmark,DNK,Europe & Central Asia,High income,2003,2,59230,9,8,5,141177,73594,1509079,1723850,77
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2003,24,18730,4,2,7,356776,999273,1436364,2792413,70
Algeria,DZA,Middle East & North Africa,Lower middle income,2003,7,88190,4,5,24,1599531,2034126,5571736,9205393,72
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2003,23,24660,5,5,6,653949,1053799,2093151,3800899,74
Eritrea,ERI,Sub-Saharan Africa,Low income,2003,2,690,7,5,6,258440,2002960,710708,2972108,57
Spain,ESP,Europe & Central Asia,High income,2003,2,318660,8,4,11,1121937,574299,10366495,12062731,80
Estonia,EST,Europe & Central Asia,High income,2003,3,16940,5,5,11,90758,26914,458421,576093,71
Ethiopia,ETH,Sub-Saharan Africa,Low income,2003,43,5020,5,5,3,3153983,44122076,10876686,58152745,54
Finland,FIN,Europe & Central Asia,High income,2003,2,71710,8,6,10,220249,59646,1334917,1614812,78
Fiji,FJI,East Asia & Pacific,Upper middle income,2003,4,1050,3,5,4,27155,60797,202980,290932,66
France,FRA,Europe & Central Asia,High income,2003,2,376710,10,5,8,2165435,823391,14368534,17357360,79
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2003,13,6440,4,5,17,54581,443765,243136,741482,58
United Kingdom,GBR,Europe & Central Asia,High income,2003,2,543040,8,5,5,1251409,1084311,16417160,18752880,78
Georgia,GEO,Europe & Central Asia,Upper middle income,2003,5,3160,8,2,12,139005,182085,1446779,1767869,70
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2003,13,7140,3,5,8,638596,8571056,3387838,12597490,58
Guinea,GIN,Sub-Saharan Africa,Low income,2003,2,1700,5,2,5,369145,5735993,1667017,7772155,52
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2003,2,190,6,5,6,80436,858389,262677,1201502,52
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2003,2,5010,2,5,9,26653,357418,103383,487454,54
Greece,GRC,Europe & Central Asia,High income,2003,2,100220,8,3,9,274895,124077,2901286,3300258,79
Grenada,GRD,Latin America & Caribbean,Upper middle income,2003,2,250,5,4,4,3172,4807,21848,29827,73
Greenland,GRL,Europe & Central Asia,High income,2003,2,10,5,5,4,4926,1698,14777,21401,68
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2003,19,10540,6,5,3,714988,1848483,1860104,4423575,69
Guam,GUM,East Asia & Pacific,High income,2003,2,10,5,5,10,4361,5521,28365,38247,76
Guyana,GUY,Latin America & Caribbean,Upper middle income,2003,7,1620,3,7,12,50893,97495,172737,321125,66
Honduras,HND,Latin America & Caribbean,Lower middle income,2003,22,6730,7,5,5,364136,577433,1095704,2037273,72
Croatia,HRV,Europe & Central Asia,High income,2003,4,21610,6,4,14,187048,70023,1352135,1609206,75
Haiti,HTI,Latin America & Caribbean,Lower middle income,2003,53,1810,3,5,12,589948,2930674,2086656,5607278,58
Hungary,HUN,Europe & Central Asia,High income,2003,2,58190,8,6,6,468952,142568,3550464,4161984,72
Indonesia,IDN,East Asia & Pacific,Lower middle income,2003,19,333890,2,3,7,6701750,29355201,43214108,79271059,67
India,IND,South Asia,Lower middle income,2003,22,1011770,4,4,6,50948503,254933810,196687860,502570173,64
Ireland,IRL,Europe & Central Asia,High income,2003,2,44090,7,4,4,101169,58296,898017,1057482,78
Iraq,IRQ,Middle East & North Africa,Upper middle income,2003,20,81280,3,5,9,2653768,3081028,4866322,10601118,69
Iceland,ISL,Europe & Central Asia,High income,2003,2,2230,10,7,4,6133,3148,56284,65565,81
Israel,ISR,Middle East & North Africa,High income,2003,2,62930,7,6,14,183939,94391,1225318,1503648,80
Italy,ITA,Europe & Central Asia,High income,2003,2,462200,8,5,9,1323199,613642,15603431,17540272,80
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2003,7,10590,4,4,12,55022,136178,466302,657502,74
Jordan,JOR,Middle East & North Africa,Upper middle income,2003,6,17310,9,5,14,138942,252240,745661,1136843,72
Japan,JPN,East Asia & Pacific,High income,2003,2,1214950,7,3,5,3744348,1972129,28449721,34166198,82
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2003,7,146140,4,5,9,1169592,952729,4620625,6742946,66
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2003,35,6530,5,6,3,848473,16738010,4134060,21720543,52
Cambodia,KHM,East Asia & Pacific,Lower middle income,2003,19,2380,7,5,1,568646,3424163,2490510,6483319,61
Kiribati,KIR,East Asia & Pacific,Lower middle income,2003,5,40,11,5,4,4051,19251,28645,51947,64
Kuwait,KWT,Middle East & North Africa,High income,2003,2,58120,3,5,1,52510,42182,284638,379330,73
